name,values,label
Borough,"['QUEENS', 'BRONX', 'BROOKLYN']",borough
Street Name,"['135 ROAD', 'QUEENS BLVD', 'LINCOLN AVE']",address
Bin #,"['4284335', '4050525', '2130735']",bin
City Owned,['Y'],city
Street Frontage,"['0', '142', '80']",address
Special District 1,"['MX-1', 'BR', 'MID']",borough_code
Special District 2,"['MS4', 'MIH', 'IBZ']",borough_code
LATITUDE,"['40.669797', '40.727573', '40.807149']",latitude
LONGITUDE,"['-73.729699', '-73.855368', '-73.929969']",longitude
COUNCIL DISTRICT,"['31', '29', '8']",borough_code
SERVICE ADDRESS,"['1075 BROADWAY', '111 N 3RD AVE VERNONDALE RES', '162 19 76TH AVE']",address
CITY,"['PLEASANTVILLE', 'MOUNT VERNON', 'FLUSHING']",city
STATE,['NY'],state_code
ZIP CODE,"['10570-2346', '10550-1364', '11366-1133']",zip9
COUNTY,"['WESTCHESTER', 'QUEENS', 'KINGS']",borough
LATITUDE,"['41.1294', '40.91451', '40.72665']",latitude
LONGITUDE,"['-73.77794', '-73.83634', '-73.79787']",longitude
Borough,"['QUEENS', 'BRONX', 'BROOKLYN']",borough
Street Name,"['135 ROAD', 'QUEENS BLVD', 'LINCOLN AVE']",address
Bin #,"['4284335', '4050525', '2130735']",bin
City Owned,['Y'],city
Street Frontage,"['0', '142', '80']",address
Special District 1,"['MX-1', 'BR', 'MID']",borough_code
Special District 2,"['MS4', 'MIH', 'IBZ']",borough_code
LATITUDE,"['40.669797', '40.727573', '40.807149']",latitude
LONGITUDE,"['-73.729699', '-73.855368', '-73.929969']",longitude
COUNCIL DISTRICT,"['31', '29', '8']",borough_code
SERVICE ADDRESS,"['1075 BROADWAY', '111 N 3RD AVE VERNONDALE RES', '162 19 76TH AVE']",address
CITY,"['PLEASANTVILLE', 'MOUNT VERNON', 'FLUSHING']",city
STATE,['NY'],state_code
ZIP CODE,"['10570-2346', '10550-1364', '11366-1133']",zip9
COUNTY,"['WESTCHESTER', 'QUEENS', 'KINGS']",borough
LATITUDE,"['41.1294', '40.91451', '40.72665']",latitude
LONGITUDE,"['-73.77794', '-73.83634', '-73.79787']",longitude
CONTACT_1_CITY,"['HOMER GLEN', 'CHICAGO', 'VERNON HILLS']",city
CONTACT_1_STATE,"['IL', 'KS', 'CA']",state_code
CONTACT_1_ZIPCODE,"['60491', '60642-', '60619']",zip5
CONTACT_2_CITY,"['MOKENA', 'HOMER GLEN', 'CHICAGO']",city
CONTACT_2_STATE,"['IL', 'NC', 'CA']",state_code
CONTACT_2_ZIPCODE,"['60448', '60491', '60614-']",zip5
CONTACT_3_CITY,"['WHEELING', 'CHICAGO', 'GURNEE']",city
CONTACT_3_STATE,"['IL', 'NY', 'MI']",state_code
CONTACT_3_ZIPCODE,"['60090', '60614', '60031']",zip5
CONTACT_4_CITY,"['CHICAGO', 'CHGO', 'CHIC']",city
CONTACT_4_STATE,"['IL', 'CA', 'CO']",state_code
CONTACT_5_CITY,"['CHICAGO', 'EVANSTON', 'EAST DUNDEE']",city
CONTACT_5_STATE,"['IL', 'NY', 'NJ']",state_code
CONTACT_5_ZIPCODE,"['60607', '60642', '60201-']",zip5
CONTACT_6_CITY,"['CHICAGO', 'EVANSTON', 'EAST DUNDEE']",city
CONTACT_6_STATE,"['IL', 'NY', 'IN']",state_code
CONTACT_6_ZIPCODE,"['60659', '60610', '60638']",zip5
CONTACT_7_CITY,"['MORTON GROVE', 'EVANSTON', 'CHICAGO']",city
CONTACT_7_STATE,"['IL', 'WA']",state_code
CONTACT_8_CITY,"['EVANSTON', 'CHICAGO', 'CAROL STREAM']",city
CONTACT_8_STATE,['IL'],state_code
CONTACT_8_ZIPCODE,"['60202', '60614', '60201-']",zip5
CONTACT_9_CITY,"['EVANSTON', 'CHICAGO', 'BROADVIEW']",city
CONTACT_9_STATE,['IL'],state_code
CONTACT_9_ZIPCODE,"['60202', '60610', '60155-']",zip5
CONTACT_10_CITY,"['OAK FOREST', 'CHICAGO', 'NORTHBROOK']",city
CONTACT_10_STATE,['IL'],state_code
CONTACT_10_ZIPCODE,"['60452', '60606', '60062-']",zip5
CONTACT_11_CITY,['GLENCOE'],city
CONTACT_11_STATE,['IL'],state_code
CONTACT_11_ZIPCODE,['60022-'],zip5
XCOORDINATE,"['1162912.092328', '1161422.158844', '1168462.345143']",x_coord
YCOORDINATE,"['1950065.435465', '1889145.50495', '1917957.797161']",y_coord
LATITUDE,"['42.018631', '41.851494', '41.930408']",latitude
LONGITUDE,"['-87.675845', '-87.683028', '-87.656354']",longitude
LOCATION,"['POINT (-87.675844598018 42.018631130261)', 'POINT (-87.683027767753 41.851494345646)', 'POINT (-87.656354338933 41.930408052126)']",point
ADDRESS,"['240 WOLF ROAD,  ALBANY', '560 Harry L. DRIVE,  JOHNSON CITY', '1101 BUNN HILL ROAD,  VESTAL']",address
FACILITY ADDRESS,"['240 WOLF ROAD', '560 Harry L. DRIVE', '1101 BUNN HILL ROAD']",address
CITY,"['ALBANY', 'JOHNSON CITY', 'VESTAL']",city
ZIP CODE,"['12205', '13790', '13850']",zip5
MUNICIPALITY,"['COLONIE', 'UNION', 'VESTAL']",city
ADDRESS,"['240 WOLF ROAD,  ALBANY', '560 Harry L. DRIVE,  JOHNSON CITY', '1101 BUNN HILL ROAD,  VESTAL']",address
FACILITY ADDRESS,"['240 WOLF ROAD', '560 Harry L. DRIVE', '1101 BUNN HILL ROAD']",address
CITY,"['ALBANY', 'JOHNSON CITY', 'VESTAL']",city
ZIP CODE,"['12205', '13790', '13850']",zip5
MUNICIPALITY,"['COLONIE', 'UNION', 'VESTAL']",city
SERVICE ADDRESS,"['1075 BROADWAY', '111 N 3RD AVE VERNONDALE RES', '162 19 76TH AVE']",address
CITY,"['PLEASANTVILLE', 'MOUNT VERNON', 'FLUSHING']",city
STATE,['NY'],state_code
ZIP CODE,"['10570-2346', '10550-1364', '11366-1133']",zip9
COUNTY,"['WESTCHESTER', 'QUEENS', 'KINGS']",borough
LATITUDE,"['41.1294', '40.91451', '40.72665']",latitude
LONGITUDE,"['-73.77794', '-73.83634', '-73.79787']",longitude
Borough,"['QUEENS', 'BRONX', 'BROOKLYN']",borough
Street Name,"['135 ROAD', 'QUEENS BLVD', 'LINCOLN AVE']",address
Bin #,"['4284335', '4050525', '2130735']",bin
City Owned,['Y'],city
Street Frontage,"['0', '142', '80']",address
Special District 1,"['MX-1', 'BR', 'MID']",borough_code
Special District 2,"['MS4', 'MIH', 'IBZ']",borough_code
LATITUDE,"['40.669797', '40.727573', '40.807149']",latitude
LONGITUDE,"['-73.729699', '-73.855368', '-73.929969']",longitude
COUNCIL DISTRICT,"['31', '29', '8']",borough_code
Base Address,"['5817   37 AVENUE WOODSIDE NY 11377', '1515 THIRD STREET SAN FRANCISCO CA 94158', '135-25A   40 ROAD FLUSHING NY 11354']",address
Borough,"['QUEENS', 'BRONX', 'BROOKLYN']",borough
Street Name,"['135 ROAD', 'QUEENS BLVD', 'LINCOLN AVE']",address
Bin #,"['4284335', '4050525', '2130735']",bin
City Owned,['Y'],city
Street Frontage,"['0', '142', '80']",address
Special District 1,"['MX-1', 'BR', 'MID']",borough_code
Special District 2,"['MS4', 'MIH', 'IBZ']",borough_code
LATITUDE,"['40.669797', '40.727573', '40.807149']",latitude
LONGITUDE,"['-73.729699', '-73.855368', '-73.929969']",longitude
COUNCIL DISTRICT,"['31', '29', '8']",borough_code
ADDRESS,"['240 WOLF ROAD,  ALBANY', '560 Harry L. DRIVE,  JOHNSON CITY', '1101 BUNN HILL ROAD,  VESTAL']",address
FACILITY ADDRESS,"['240 WOLF ROAD', '560 Harry L. DRIVE', '1101 BUNN HILL ROAD']",address
CITY,"['ALBANY', 'JOHNSON CITY', 'VESTAL']",city
ZIP CODE,"['12205', '13790', '13850']",zip5
MUNICIPALITY,"['COLONIE', 'UNION', 'VESTAL']",city
SERVICE ADDRESS,"['1075 BROADWAY', '111 N 3RD AVE VERNONDALE RES', '162 19 76TH AVE']",address
CITY,"['PLEASANTVILLE', 'MOUNT VERNON', 'FLUSHING']",city
STATE,['NY'],state_code
ZIP CODE,"['10570-2346', '10550-1364', '11366-1133']",zip9
COUNTY,"['WESTCHESTER', 'QUEENS', 'KINGS']",borough
LATITUDE,"['41.1294', '40.91451', '40.72665']",latitude
LONGITUDE,"['-73.77794', '-73.83634', '-73.79787']",longitude
Base Address,"['1515 THIRD STREET SAN FRANCISCO CA 94158', '625 EAST  137 STREET BRONX NY 10454', '3609  164 STREET FLUSHING NY 11358']",address
SERVICE ADDRESS,"['1075 BROADWAY', '111 N 3RD AVE VERNONDALE RES', '162 19 76TH AVE']",address
CITY,"['PLEASANTVILLE', 'MOUNT VERNON', 'FLUSHING']",city
STATE,['NY'],state_code
ZIP CODE,"['10570-2346', '10550-1364', '11366-1133']",zip9
COUNTY,"['WESTCHESTER', 'QUEENS', 'KINGS']",borough
LATITUDE,"['41.1294', '40.91451', '40.72665']",latitude
LONGITUDE,"['-73.77794', '-73.83634', '-73.79787']",longitude
CONTACT_1_CITY,"['ADDISON', 'CHICAGO', 'MINOOKA']",city
CONTACT_1_STATE,"['IL', 'OH', 'ILLINOIS']",state_code
CONTACT_1_ZIPCODE,"['60101-', '60618', '60447']",zip5
CONTACT_2_CITY,"['ADDISON', 'MINOOKA', 'NEW LENOX']",city
CONTACT_2_STATE,"['IL', 'IN', 'ILL']",state_code
CONTACT_2_ZIPCODE,"['60101-', '60447', '60451']",zip5
CONTACT_3_CITY,"['CHICAGO', 'LYONS', 'GLENVIEW']",city
CONTACT_3_STATE,"['IL', 'NY']",state_code
CONTACT_3_ZIPCODE,"['60612', '60534-', '60634']",zip5
CONTACT_4_CITY,"['CHICAGO', 'DES PLAINES']",city
CONTACT_4_STATE,['IL'],state_code
XCOORDINATE,"['1177375.297251', '1161738.838138', '1164006.506494']",x_coord
YCOORDINATE,"['1906125.087935', '1908001.135925', '1892048.569508']",y_coord
LATITUDE,"['41.897741', '41.903229', '41.859407']",latitude
LONGITUDE,"['-87.623961', '-87.68134', '-87.673461']",longitude
LOCATION,"['POINT (-87.623961315982 41.897740856253)', 'POINT (-87.681339760936 41.903229293025)', 'POINT (-87.673460709002 41.859406533938)']",point
Borough,"['QUEENS', 'BRONX', 'BROOKLYN']",borough
Street Name,"['135 ROAD', 'QUEENS BLVD', 'LINCOLN AVE']",address
Bin #,"['4284335', '4050525', '2130735']",bin
City Owned,['Y'],city
Street Frontage,"['0', '142', '80']",address
Special District 1,"['MX-1', 'BR', 'MID']",borough_code
Special District 2,"['MS4', 'MIH', 'IBZ']",borough_code
LATITUDE,"['40.669797', '40.727573', '40.807149']",latitude
LONGITUDE,"['-73.729699', '-73.855368', '-73.929969']",longitude
COUNCIL DISTRICT,"['31', '29', '8']",borough_code
Base Address,"['1515 THIRD STREET SAN FRANCISCO CA 94158', '101-09 NORTHERN BOULEVARD EAST ELMHURST NY 11369', '86-11 LEFFERTS BOULEVARD RICHMOND HILL NY 11418']",address
BOROUGH,"['BROOKLYN', 'BRONX', 'MANHATTAN']",borough
ZIP CODE,"['11230', '11208', '11233']",zip5
LATITUDE,"['40.62179', '40.667202', '40.683304']",latitude
LONGITUDE,"['-73.970024', '-73.8665', '-73.917274']",longitude
OFF STREET NAME,"['61        Ed Koch queensborough bridge', '1211      LORING AVENUE', '344       BAYCHESTER AVENUE']",address
Work Location Borough,"['MANHATTAN', 'BRONX', 'BROOKLYN']",borough
Borough,"['QUEENS', 'BRONX', 'BROOKLYN']",borough
Street Name,"['135 ROAD', 'QUEENS BLVD', 'LINCOLN AVE']",address
Bin #,"['4284335', '4050525', '2130735']",bin
City Owned,['Y'],city
Street Frontage,"['0', '142', '80']",address
Special District 1,"['MX-1', 'BR', 'MID']",borough_code
Special District 2,"['MS4', 'MIH', 'IBZ']",borough_code
LATITUDE,"['40.669797', '40.727573', '40.807149']",latitude
LONGITUDE,"['-73.729699', '-73.855368', '-73.929969']",longitude
COUNCIL DISTRICT,"['31', '29', '8']",borough_code
Incident Zip,"['10001', '10461', '11237']",zip5
Incident Address,"['408 8 AVENUE', '1156 VAN NEST AVENUE', '345 ELDERT STREET']",address
Cross Street 1,"['WEST 30 STREET', 'WILLIAMSBRIDGE ROAD', 'AVENUE K']",address
Cross Street 2,"['WEST 31 STREET', 'YATES AVENUE', 'AVENUE L']",address
Intersection Street 1,"['WEST 30 STREET', 'WILLIAMSBRIDGE ROAD', 'AVENUE K']",address
Intersection Street 2,"['WEST 31 STREET', 'YATES AVENUE', 'AVENUE L']",address
Address Type,"['ADDRESS', 'INTERSECTION', 'BLOCKFACE']",address
City,"['NEW YORK', 'BRONX', 'BROOKLYN']",city
Landmark,"['8 AVENUE', 'VAN NEST AVENUE', 'EAST   15 STREET']",address
Community Board,"['05 MANHATTAN', '11 BRONX', '04 BROOKLYN']",borough
Council District,"['3', '13', '37']",borough_code
Borough,"['MANHATTAN', 'BRONX', 'BROOKLYN']",borough
Park Borough,"['MANHATTAN', 'BRONX', 'BROOKLYN']",borough
Taxi Pick Up Location,"['JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430', '625 8 AVENUE, MANHATTAN (NEW YORK), NY, 10018']",address
Bridge Highway Direction,"['West/Staten Island Bound', 'South/New Jersey Bound']",address
Bridge Highway Segment,"['Mezzanine', 'Wythe Ave / Kent Ave (Exit 31) - Tillary St /Manhattan Br Bklyn Civic Center (Exit 29)', 'Stairway']",address
Latitude,"['40.749923', '40.84925', '40.693653']",latitude
Longitude,"['-73.995102', '-73.849635', '-73.906277']",longitude
Location,"['POINT (-73.995102377074 40.749923393659)', 'POINT (-73.849634893385 40.84925048229)', 'POINT (-73.90627721641 40.69365347114)']",point
BOROUGH,"['BROOKLYN', 'QUEENS', 'STATEN ISLAND']",borough
Bin #,"['3185434', '4623172', '5174573']",bin
Street Name,"['BAY 34 ST', 'BEACH 215 STREET', 'RICHMOND TERRACE']",address
Zip Code,"['11214', '11697', '10301']",zip5
Special District 1,"['SRD', 'BR', 'TA']",borough_code
Owner's House Street Name,"['WEST 6 ST', 'ROCKAWAY POINT BOULEVARD', 'MAIN ST, SUITE 502']",address
Owner’s House City,"['BROOKLYN', 'ROCKAWAY POINT', 'NEW YORK']",address
Owner’s House Zip Code,"['11214', '11697', '11201']",zip5
LATITUDE,"['40.599043', '40.55486', '40.645602']",latitude
LONGITUDE,"['-73.992006', '-73.923824', '-74.092344']",longitude
COUNCIL_DISTRICT,"['47', '32', '49']",borough_code
BORO,"['Brooklyn', 'Bronx', 'Manhattan']",borough
STREET,"['COURT STREET', 'WEST  231 STREET', '8 AVENUE']",address
ZIPCODE,"['11231', '10463', '10011']",zip5
Latitude,"['40.677425', '40.87874', '40.744477']",latitude
Longitude,"['-73.998262', '-73.904297', '-73.999062']",longitude
Council District,"['39', '11', '3']",borough_code
BIN,"['3008064', '2094712', '1014099']",bin
Location,"['POINT (-73.998262277475 40.677424679676)', 'POINT (-73.904297468602 40.878739906751)', 'POINT (-73.999061692268 40.744476657545)']",point
State,"['NY', 'NJ', 'IL']",state_code
County,"['Q', 'NY', 'BX']",borough_code
X,"['-73.956134', '-73.968857', '-73.974281']",longitude
Y,"['40.794082', '40.783783', '40.775534']",latitude
Lat/Long,"['POINT (-73.9561344937861 40.7940823884086)', 'POINT (-73.9688574691102 40.7837825208444)', 'POINT (-73.97428114848522 40.775533619083)']",point
House No,"['43-30', '270', '12']",address
Street Name,"['PARSONS BOULEVARD', 'CARROLL STREET', 'EAST   52 STREET']",address
Borough,"['QUEENS', 'Brooklyn', 'MANHATTAN']",borough
Bin,"['4117367', '3007567', '1035477']",bin
Applicant Business Address,"['19 ROLLING HILLS ROAD', '32-25 GREENPOINT AVENUE', '59-24 57TH STREET']",address
Zip Code,"['11355', '11231', '10022']",zip5
Latitude,"['40.756514', '40.679861', '40.759481']",latitude
Longitude,"['-73.817023', '-73.994167', '-73.975581']",longitude
Council District,"['20', '39', '4']",borough_code
Eviction Address,"['2565 MARION AVENUE APT 2C', '2776 JEROME AVENUE', '1563 METROPOLITAN AVENUE']",address
BOROUGH,"['BRONX', 'QUEENS', 'MANHATTAN']",borough
Eviction Postcode,"['10458', '10468', '10462']",zip5
Latitude,"['40.862931', '40.869722', '40.839696']",latitude
Longitude,"['-73.892217', '-73.895327', '-73.858059']",longitude
Council District,"['15', '14', '18']",borough_code
BIN,"['2016602', '2017499', '2096772']",bin
NTA,"['Bedford Park-Fordham North', 'Van Cortlandt Village', 'Parkchester']",borough
ARREST_BORO,"['Q', 'K', 'B']",borough_code
X_COORD_CD,"['1020232', '1003358', '1011780']",x_coord
Y_COORD_CD,"['210719', '182945', '246837']",y_coord
Latitude,"['40.744989', '40.668798', '40.844152']",latitude
Longitude,"['-73.870145', '-73.93112', '-73.9005']",longitude
Location,"['POINT (-73.870145 40.744989)', 'POINT (-73.93112014 40.66879784)', 'POINT (-73.9005 40.844152)']",point
BORO_NM,"['BROOKLYN', 'MANHATTAN', 'BRONX']",borough
X_COORD_CD,"['991818', '997152', '1004579']",x_coord
TRANSIT_DISTRICT,"['34', '4', '33']",borough_code
Latitude,"['40.692464', '40.771341', '40.671245']",latitude
Longitude,"['-73.972708', '-73.953418', '-73.926713']",longitude
BoroID,"['3', '1', '2']",borough_code
Borough,"['BROOKLYN', 'MANHATTAN', 'BRONX']",borough
HighHouseNumber,"['22 FRONT', '146 REAR', '642']",address
StreetName,"['STAGG STREET', 'LUDLOW STREET', 'EAST 220 STREET']",address
Postcode,"['11206', '10002', '10467']",zip5
Latitude,"['40.884774', '40.849718', '40.658186']",latitude
Longitude,"['-73.863995', '-73.90455', '-73.958469']",longitude
CensusTract,"['392', '23502', '79601']",zip5
BIN,"['2099579', '2007730', '3115515']",bin
House Street,"['120 STREET', 'ASTORIA BOULEVARD', 'WEST  144 STREET']",address
ZIP Code,"['11420', '11102', '10031']",zip5
BIN,"['4254009', '4006116', '1060958']",bin
Special District,['IBZ'],borough_code
BORO,"['5', '1', '4']",borough_code
BIN,"['0', '1000005', '1000006']",bin
ARREST_BORO,"['M', 'K', 'B']",borough_code
X_COORD_CD,"['988210', '997897', '1003509']",x_coord
Y_COORD_CD,"['218129', '175676', '185018']",y_coord
Latitude,"['40.76539', '40.648859', '40.674496']",latitude
Longitude,"['-73.985702', '-73.95082', '-73.930571']",longitude
Lon_Lat,"['POINT (-73.985702 40.76539)', 'POINT (-73.95082 40.648859)', 'POINT (-73.9305713255961 40.6744956865259)']",point
BORO_NM,"['BRONX', 'BROOKLYN', 'STATEN ISLAND']",borough
HOUSING_PSA,"['34703', '255', '258']",zip5
PATROL_BORO,"['PATROL BORO BRONX', 'PATROL BORO BKLYN SOUTH', 'PATROL BORO STATEN ISLAND']",borough
TRANSIT_DISTRICT,"['34', '23']",borough_code
X_COORD_CD,"['1025119', '995229', '998516']",x_coord
Latitude,"['40.904246', '40.576826', '40.610414']",latitude
Longitude,"['-73.852155', '-73.960478', '-73.948619']",longitude
New Georeferenced Column,"['POINT (-73.85215489 40.9042464)', 'POINT (-73.960478 40.576826)', 'POINT (-73.948619 40.610414)']",point
House No,"['418', '35-16 GAR', '56-05']",address
Borough,"['Manhattan', 'Queens', 'Brooklyn']",borough
Bin,"['1006014', '4624658', '4451702']",bin
Applicant Street Name,"['68-01 61ST. ROAD', '30-05 STRATTON STREET', '3609 Main St, Suite 6D']",address
Applicant City,"['MIDDLE VILLAGE', 'FLUSHING', 'NEW YORK']",city
Applicant State,"['NY', 'NJ', 'PA']",state_code
Applicant Zip,"['11379', '11354', '10018']",zip5
Filing Representative Street Name,"['2520 BQE WEST', '410 CENTRAL BLVD', '233 Broadway, Ste 2050']",address
Filing Representative City,"['WOODSIDE', 'NEW HYDE PARK', 'NEW YORK']",city
Filing Representative State,"['NY', 'NJ', 'FL']",state_code
Filing Representative Zip,"['11377', '11040', '10279']",zip5
Latitude,"['40.730898', '40.76907', '40.754317']",latitude
Longitude,"['-73.981451', '-73.771908', '-73.754492']",longitude
Postcode,"['10009', '11361', '11364']",zip5
Council District,"['2', '19', '23']",borough_code
Borough,"['1', '4']",borough_code
Council District,"['1', '2', '21']",borough_code
Street Name,"['SOUTH END AVENUE', 'WEST STREET', 'GREENWICH STREET']",address
Zip Code,"['10280', '10006', '10005']",zip5
Registration State,"['ND', 'NY', '99']",state_code
Intersecting Street,"['WALKER ST', 'E 156 ST', 'CROSS ISL']",address
Unregistered Vehicle?,['0'],country
BX_DEATH_COUNT,"['0', '1', '3']",borough_code
QN_HOSPITALIZED_COUNT,"['0', '2', '4']",borough_code
QN_DEATH_COUNT,"['0', '1', '4']",borough_code
address,"['108-005 70 AVENUE', '147-074 7 AVENUE', '390 MORGAN AVENUE']",address
postcode,"['11375', '11357', '11211']",zip5
borocode,"['4', '3', '1']",borough_code
borough,"['Queens', 'Brooklyn', 'Manhattan']",borough
st_assem,"['28', '27', '50']",state_code
st_senate,"['16', '11', '18']",state_code
state,['New York'],state_code
latitude,"['40.723092', '40.794111', '40.717581']",latitude
longitude,"['-73.844215', '-73.818679', '-73.936608']",longitude
x_sp,"['1027431.148', '1034455.701', '1001822.831']",x_coord
council district,"['29', '19', '34']",borough_code
bin,"['4052307', '4101931', '3338310']",bin
Geo Place Name,"['Kingsbridge - Riverdale', 'Northeast Bronx', 'Fordham - Bronx Pk']",borough
